title,platform,Score,release_year
Spider-Man [2003],Wireless,8,2003
Spider-Man 2,GameCube,9,2004
Spider-Man 2,Xbox,9,2004
Spider-Man 2,PlayStation 2,9,2004
Spider-Man 2,Nintendo DS,8,2004
Spider-Man 2,Game Boy Advance,7,2004
Spider-Man 2,N-Gage,7,2004
Spider-Man 2,PlayStation Portable,7,2005
Spider-Man 2,PC,5,2004
Spider-Man 2 3D: NY Rooftops,Wireless,7,2005
Spider-Man 2 3D: NY Subway,Wireless,4,2005
Spider-Man 2 Pinball,Wireless,6,2004
Spider-Man 2: Enter Electro,PlayStation,6,2001
Spider-Man 2: The Hero Returns,Wireless,7,2005
Spider-Man 2: The Sinister Six,Game Boy Color,9,2001
Spider-Man 3,Nintendo DS,8,2007
Spider-Man 3,PlayStation 3,6,2007
Spider-Man 3,Xbox 360,6,2007
Spider-Man 3,Wii,6,2007
Spider-Man 3,Wireless,6,2007
Spider-Man 3,PC,5,2007
Spider-Man 3,PlayStation Portable,5,2007
Spider-Man 3,PlayStation 2,4,2007
Spider-Man 3 (Collector's Edition),PlayStation 3,6,2007
Spider-Man 3 (Special Edition),PlayStation 2,4,2007
Spider-Man 3 Puzzle,Wireless,6,2007
Spider-Man vs. Doc Ock,Wireless,8,2004
Spider-Man: Battle for New York,Game Boy Advance,5,2006
Spider-Man: Edge of Time,Wii,6,2011
Spider-Man: Edge of Time,Nintendo 3DS,6,2011
Spider-Man: Edge of Time,Xbox 360,5,2011
Spider-Man: Edge of Time,PlayStation 3,5,2011
Spider-Man: Friend or Foe,Wii,5,2007
Spider-Man: Friend or Foe,Xbox 360,5,2007
Spider-Man: Friend or Foe,PlayStation Portable,5,2007
Spider-Man: Friend or Foe,PlayStation 2,5,2007
Spider-Man: Friend or Foe,PC,5,2007
Spider-Man: Friend or Foe,Wii,5,2007
Spider-Man: Friend or Foe,Nintendo DS,5,2007
Spider-Man: Mysterio's Menace,Game Boy Advance,9,2001
Spider-Man: Shattered Dimensions,Xbox 360,8,2010
Spider-Man: Shattered Dimensions,Wii,8,2010
Spider-Man: Shattered Dimensions,Nintendo DS,8,2010
Spider-Man: Shattered Dimensions,PlayStation 3,8,2010
Spider-Man: The Movie,Game Boy Advance,9,2002
Spider-Man: The Movie,PC,8,2002
Spider-Man: The Movie,Xbox,8,2002
Spider-Man: The Movie,GameCube,8,2002
Spider-Man: The Movie,PlayStation 2,8,2002
Spider-Man: Total Mayhem,iPhone,9,2010
Spider-Man: Total Mayhem HD,iPad,9,2010
Spider-Man: Web of Shadows,Nintendo DS,8,2008
Spider-Man: Web of Shadows,Xbox 360,6,2008
Spider-Man: Web of Shadows,PlayStation 3,6,2008
Spider-Man: Web of Shadows,Wii,5,2008
Spider-Man: Web of Shadows,PC,5,2008
Spider-Man: Web of Shadows -- Amazing Allies Edition,PlayStation 2,7,2008
Spider-Man: Web of Shadows -- Amazing Allies Edition,PlayStation Portable,7,2008
Spider: The Secret of Bryce Manor,iPhone,9,2009
Spider: The Secret of Bryce Manor HD,iPhone,9,2010
SpikeOut: Battle Street,Xbox,6,2005
Spin Blocks 360,Wireless,8,2006
Spin Jam,PlayStation,7,2000
Spin Master,Wii,6,2010
Spin Six,Nintendo DSi,8,2010
Spin-It!,Wireless,7,2007
SPiN: The Silhouette Game,iPhone,9,2008
Spinzizzle,iPhone,8,2010
Spirit Camera: The Cursed Memoir,Nintendo 3DS,6,2012
Spirit of Speed 1937,Dreamcast,2,2000
Spirits & Spells,GameCube,5,2003
Spitfire Heroes: Tales of the Royal Air Force,Nintendo DS,6,2008
Splashdown,PlayStation 2,9,2001
Splashdown,Xbox,7,2002
Splashdown: Rides Gone Wild,PlayStation 2,9,2003
Splashdown: Rides Gone Wild,Wireless,6,2005
Splat Magazine Renegade Paintball,Xbox,5,2005
Splat Magazine Renegade Paintball,PC,4,2005
Splatoon,Wii U,9,2015
Splatterhouse,PlayStation 3,4,2010
Splatterhouse,Xbox 360,4,2010
Splatterhouse [1988],iPhone,5,2010
Splatterhouse [1990],Wii,7,2007
Splatterhouse 2,Wii,6,2008
Splice: Tree of Life,iPad,9,2012
Split/Second,PlayStation 3,9,2010
Split/Second,Xbox 360,9,2010
Split/Second,PC,9,2010
Split/Second,iPhone,6,2010
Split/Second,PlayStation Portable,5,2010
Splode,iPhone,8,2010
SPOGS Racing,Wii,2,2008
SpongeBob SquarePants Baytona 500,Wireless,6,2005
SpongeBob Squarepants Darts,Wireless,7,2004
SpongeBob SquarePants Featuring Nicktoons: Globs of Doom,Wii,6,2009
SpongeBob SquarePants: Atlantis Treasures,Wireless,6,2008
SpongeBob SquarePants: Creature from the Krusty Krab,Game Boy Advance,7,2006
SpongeBob SquarePants: Creature from the Krusty Krab,Nintendo DS,6,2006
SpongeBob Squarepants: Creature from the Krusty Krab,Wireless,5,2007
SpongeBob SquarePants: Creature from the Krusty Krab,Wii,5,2008
SpongeBob SquarePants: Legend of the Lost Spatula,Game Boy Color,6,2001
"SpongeBob SquarePants: Lights, Camera, PANTS!",PlayStation 2,7,2005
"SpongeBob SquarePants: Lights, Camera, PANTS!",Xbox,7,2005
"SpongeBob SquarePants: Lights, Camera, PANTS!",GameCube,7,2005
SpongeBob SquarePants: Plankton's Robotic Revenge,PlayStation 3,4,2013
SpongeBob SquarePants: Revenge of the Flying Dutchman,PlayStation 2,4,2002
SpongeBob SquarePants: The Battle For Bikini Bottom,PlayStation 2,7,2003
SpongeBob SquarePants: The Battle For Bikini Bottom,GameCube,7,2003
SpongeBob SquarePants: The Battle For Bikini Bottom,Xbox,7,2003
SpongeBob SquarePants: The Yellow Avenger,Nintendo DS,8,2005
SpongeBob SquarePants: The Yellow Avenger,PlayStation Portable,6,2006
SpongeBob SquarePants: Underpants Slam!,Xbox 360,5,2008
SpongeBob SquigglePants,Wii,5,2011
SpongeBob's Atlantis SquarePantis,Nintendo DS,6,2007
SpongeBob's Atlantis SquarePantis,PlayStation 2,5,2007
SpongeBob's Atlantis SquarePantis,Wii,5,2007
Spore,PC,9,2008
Spore,Wireless,9,2008
Spore Creatures,Nintendo DS,8,2008
Spore Hero,Wii,6,2009
Spore Hero Arena,Nintendo DS,4,2009
Spore: Galactic Adventures,PC,8,2009
Spore: Galactic Edition,PC,9,2008
Spore: Origins,iPhone,9,2008
Sports Car GT,PC,7,1999
Sports Car GT,PlayStation,4,1999
Sports Champions,PlayStation 3,8,2010
Sports Champions 2,PlayStation 3,8,2012
Sports Illustrated for Kids: Baseball,Game Boy Advance,4,2001
Sports Illustrated for Kids: Football,Game Boy Advance,5,2001
Sports Jam,Dreamcast,7,2001
Sportsfriends,PlayStation 3,9,2014
Sportsfriends,PC,9,2014
Sportsfriends,PlayStation 4,9,2014
Spot Goes to Hollywood,PlayStation,3,1996
SPRay,Wii,6,2009
Spring Break,PC,8,2002
Spring Break: Cancun Goes Wild,Wireless,6,2007
Sprinkle,iPhone,7,2011
Sprint Car Racing,PC,4,2000
Sprint Cars 2: Showdown at Eldora,PlayStation 2,2,2008
Sprint Cars: Road to Knoxville,PC,5,2006
Sprint Cars: Road to Knoxville,PlayStation 2,5,2006
Sprung,Nintendo DS,4,2004
Spy Bot Chronicles,iPhone,7,2009
Spy Fiction,PlayStation 2,7,2004
Spy Fox in Dry Cereal,Wii,6,2008
Spy Games: Elevator Mission,Wii,3,2008
Spy Hunter [2004],Wireless,7,2005
Spy Hunter / Moon Patrol,Game Boy Color,6,1999
Spy Mouse,iPhone,7,2011
Spy vs. Spy,Game Boy Color,8,2000
Spy vs. Spy,Xbox,5,2005
Spyborgs,Wii,8,2009
Spyglass Board Games,Xbox 360,5,2007
SpyHunter,PlayStation 2,9,2001
SpyHunter,GameCube,7,2002
SpyHunter,Xbox,7,2002
SpyHunter,Game Boy Advance,7,2002
SpyHunter 2,PlayStation 2,7,2003
SpyHunter 2,Xbox,7,2003
SpyHunter: Nowhere to Run,PlayStation 2,6,2006
SpyHunter: Nowhere to Run,Xbox,6,2006
Spyro 2: Ripto's Rage,PlayStation,9,1999
Spyro Orange: The Cortex Conspiracy,Game Boy Advance,7,2004
Spyro the Dragon,PlayStation,9,1998
Spyro the Dragon,PlayStation Portable,7,2007
Spyro the Dragon,PlayStation 3,7,2007
Spyro the Dragon: Attack of the Rhynocs,Game Boy Advance,8,2003
Spyro the Dragon: Season of Flame,Game Boy Advance,9,2002
Spyro the Dragon: Season of Ice,Game Boy Advance,8,2001
Spyro: A Hero's Tail,GameCube,7,2004
Spyro: A Hero's Tail,Xbox,7,2004
Spyro: A Hero's Tail,PlayStation 2,7,2004
Spyro: Enter The Dragonfly,PlayStation 2,6,2002
Spyro: Enter the Dragonfly,GameCube,6,2002
Spyro: Ripto Quest,Wireless,8,2004
Spyro: Shadow Legacy,Nintendo DS,4,2005
Spyro: Year of the Dragon,PlayStation,9,2000
Squad Assault: Second Wave,PC,7,2006
Squad Assault: West Front,PC,7,2004
Squareball,iPhone,9,2009
Squareville Wasabi,Wireless,7,2003
Squeeballs Party,Wii,6,2009
Squeeballs Party,Nintendo DS,3,2009
SSX,PlayStation 3,9,2012
SSX,Xbox 360,9,2012
SSX [2000],PlayStation 2,9,2000
SSX 3,PlayStation 2,10,2003
SSX 3,Xbox,9,2003
SSX 3,GameCube,9,2003
SSX 3,Game Boy Advance,5,2003
SSX Blur,Wii,8,2007
SSX On Tour,PlayStation 2,9,2005
SSX On Tour,GameCube,9,2005
SSX On Tour,Xbox,9,2005
SSX On Tour,PlayStation Portable,8,2005
SSX Out of Bounds,N-Gage,8,2005
SSX Tricky,PlayStation 2,9,2001
SSX Tricky,Xbox,9,2001
SSX Tricky,GameCube,8,2001
SSX Tricky,Game Boy Advance,7,2002
Stacked Cheerleaders,Wireless,5,2007
Stacked with Daniel Negreanu,PC,5,2006
Stacked with Daniel Negreanu,Xbox,5,2006
Stacked with Daniel Negreanu,PlayStation 2,5,2006
Stacked with Daniel Negreanu,PlayStation Portable,5,2006
Stacking,PlayStation 3,9,2011
Stacking,Xbox 360,9,2011
Stake: Fortune Fighters,Xbox,2,2003
Stalin vs. Martians,PC,2,2009
Star Battalion,iPhone,7,2010
Star Command,iPhone,7,2013
Star Defense,iPhone,9,2009
Star Force,Wii,6,2009
Star Fox 64,Nintendo 64,9,1997
Star Fox 64,Wii,9,2007
Star Fox 64 3D,Nintendo 3DS,9,2011
Star Fox Adventures,GameCube,9,2002
Star Fox Assault,GameCube,7,2005
Star Fox Command,Nintendo DS,8,2006
Star Fox Guard,Wii U,8,2016
Star Fox Zero,Wii U,8,2016
Star Gladiator Episode 1: Final Crusade,PlayStation,8,1996
Star Monkey,PC,8,2001
Star Ocean: First Departure,PlayStation Portable,7,2008
Star Ocean: Integrity and Faithlessness,PlayStation 4,6,2016
Star Ocean: Second Evolution,PlayStation Portable,8,2009
Star Ocean: The Last Hope,Xbox 360,8,2009
Star Ocean: The Last Hope International,PlayStation 3,9,2010
Star Ocean: The Second Story,PlayStation,9,1999
Star Ocean: Till the End of Time,PlayStation 2,9,2004
Star Parodier,Wii,8,2008
Star Soldier,Wii,5,2007
Star Soldier (Famicom Mini Series),Game Boy Advance,4,2004
Star Soldier R,Wii,6,2008
Star Soldier: Vanishing Earth,Nintendo 64,5,1999
Star Trek,iPhone,6,2009
Star Trek Online,PC,7,2010
Star Trek: Armada,PC,6,2000
Star Trek: Armada II,PC,7,2001
Star Trek: Away Team,PC,7,2001
Star Trek: Bridge Commander,PC,9,2002
Star Trek: Conquest,PlayStation 2,8,2007
Star Trek: Conquest,Wii,7,2007
Star Trek: ConQuest Online,PC,8,2000
Star Trek: D-A-C,PC,7,2009
Star Trek: D-A-C,PlayStation 3,7,2009
Star Trek: D-A-C,Xbox 360,6,2009
Star Trek: Deep Space Nine: Dominion Wars,PC,6,2001
Star Trek: Deep Space Nine: The Fallen,PC,8,2000
Star Trek: Elite Force II,PC,8,2003
Star Trek: Encounters,PlayStation 2,5,2006
Star Trek: Hidden Evil,PC,4,1999
Star Trek: Invasion,PlayStation,8,2000
Star Trek: Klingon Academy,PC,8,2000
Star Trek: Legacy,Xbox 360,7,2006
Star Trek: Legacy,PC,6,2006
Star Trek: New Worlds,PC,6,2000
Star Trek: Shattered Universe,PlayStation 2,4,2004
Star Trek: Shattered Universe,Xbox,4,2004
Star Trek: Starfleet Command,PC,8,1999
Star Trek: Starfleet Command III,PC,8,2002
Star Trek: Starfleet Command Volume II: Empires at War,PC,9,2001
Star Trek: Starfleet Command: Orion Pirates,PC,8,2001
Star Trek: Tactical Assault,PlayStation Portable,6,2006
Star Trek: Tactical Assault,Nintendo DS,6,2006
Star Trek: The Birds of Prey,Wireless,8,2004
Star Trek: The Cold Enemy,Wireless,7,2005
Star Trek: The Game,PC,4,2013
Star Trek: The Game,Xbox 360,4,2013
Star Trek: The Game,PlayStation 3,4,2013
Star Trek: The Next Generation: Birth of the Federation,PC,6,1999
Star Trek: The Next Generation: Klingon Honor Guard,PC,7,1998
Star Trek: Voyager: Elite Force,PC,9,2000
Star Trek: Voyager: Elite Force,Macintosh,9,2002
Star Trek: Voyager: Elite Force,PlayStation 2,6,2001
Star Trek: Voyager: Elite Force -- Expansion Pack,PC,7,2001
Star Trigon,iPhone,7,2008
Star Wars Arcade,Sega 32X,6,2008
Star Wars Arcade: Falcon Gunner,iPhone,7,2010
Star Wars Battlefront,PlayStation 4,8,2015
Star Wars Battlefront,Xbox One,8,2015
Star Wars Battlefront,PC,8,2015
Star Wars Battlefront [2004],Xbox,9,2004
Star Wars Battlefront [2004],PC,8,2004
Star Wars Battlefront [2004],PlayStation 2,8,2004
Star Wars Battlefront II,PlayStation Portable,8,2005
Star Wars Battlefront II,PlayStation 2,7,2005
Star Wars Battlefront II,PC,7,2005
Star Wars Battlefront II,Xbox,7,2005
Star Wars Battlefront Mobile,Wireless,9,2005
Star Wars Battlefront: Elite Squadron,Nintendo DS,7,2009
Star Wars Battlefront: Elite Squadron,PlayStation Portable,6,2009
Star Wars Battlefront: Renegade Squadron,PlayStation Portable,8,2007
Star Wars Bounty Hunter,PlayStation 2,8,2002
Star Wars Bounty Hunter,GameCube,8,2002
Star Wars Cantina,iPhone,5,2010
Star Wars Demolition,Dreamcast,8,2000
Star Wars Demolition,PlayStation,8,2000
Star Wars Galactic Battlegrounds,PC,8,2001
Star Wars Galactic Battlegrounds: The Clone Campaigns,PC,8,2002
Star Wars Galaxies: An Empire Divided,PC,8,2003
Star Wars Galaxies: Jump to Lightspeed,PC,8,2004
Star Wars Galaxies: Rage of the Wookiees,PC,8,2005
Star Wars Galaxies: Starter Kit,PC,8,2005
Star Wars Galaxies: Trials of Obi-Wan,PC,8,2005
Star Wars Jedi Knight II: Jedi Outcast,PC,9,2002
Star Wars Jedi Knight II: Jedi Outcast,Xbox,9,2002
Star Wars Jedi Knight II: Jedi Outcast,Macintosh,9,2002
Star Wars Jedi Knight II: Jedi Outcast,GameCube,7,2002
Star Wars Jedi Knight: Jedi Academy,PC,9,2003
Star Wars Jedi Knight: Jedi Academy,Xbox,8,2003
Star Wars Jedi Starfighter,PlayStation 2,9,2002
Star Wars Jedi Starfighter,Xbox,8,2002
Star Wars Knights of the Old Republic,Xbox,10,2003
Star Wars Knights of the Old Republic,PC,9,2003
Star Wars Knights of the Old Republic,iPad,9,2013
Star Wars Knights of the Old Republic II: The Sith Lords,Xbox,9,2004
Star Wars Knights of the Old Republic II: The Sith Lords,PC,9,2005
Star Wars Lightsaber Combat,Wireless,6,2005
Star Wars Racer Revenge,PlayStation 2,8,2002
Star Wars Republic Commando,PC,8,2005
Star Wars Republic Commando,Xbox,8,2005
Star Wars Rogue Squadron II: Rogue Leader,GameCube,9,2001
Star Wars Rogue Squadron III: Rebel Strike,GameCube,8,2003
Star Wars Starfighter,PlayStation 2,9,2001
Star Wars Starfighter,PC,8,2002
Star Wars Starfighter: Special Edition,Xbox,8,2001
Star Wars Trilogy: Apprentice of the Force,Game Boy Advance,7,2004
Star Wars: Battle Above Coruscant,Wireless,8,2005
Star Wars: Battle for Naboo,Nintendo 64,9,2000
Star Wars: Battle for Naboo,PC,7,2001
Star Wars: Dark Forces,PlayStation,5,1996
Star Wars: Death Star Assault 3D,Wireless,8,2006
Star Wars: Empire at War,PC,8,2006
Star Wars: Empire at War -- Forces of Corruption,PC,9,2006
Star Wars: Episode I: Jedi Power Battles,Dreamcast,7,2000
Star Wars: Episode I: Jedi Power Battles,PlayStation,3,2000
Star Wars: Episode I: Obi-Wan's Adventures,Game Boy Color,5,2000
Star Wars: Episode I: Racer,PC,8,1999
Star Wars: Episode I: Racer,Nintendo 64,7,1999
Star Wars: Episode I: Racer,Game Boy Color,6,1999
Star Wars: Episode I: Racer,Dreamcast,6,2000
Star Wars: Episode I: The Phantom Menace,PC,6,1999
Star Wars: Episode I: The Phantom Menace,PlayStation,6,1999
Star Wars: Episode II Attack of the Clones,Game Boy Advance,7,2002
Star Wars: Episode III: Revenge of the Sith,Wireless,8,2005
Star Wars: Episode III: Revenge of the Sith,Nintendo DS,8,2005
Star Wars: Episode III: Revenge of the Sith,Game Boy Advance,7,2005
Star Wars: Episode III: Revenge of the Sith,Xbox,5,2005
Star Wars: Episode III: Revenge of the Sith,PlayStation 2,5,2005
Star Wars: Flight of the Falcon,Game Boy Advance,4,2003
Star Wars: Force Commander,PC,5,2000
Star Wars: Grievous Getaway,Wireless,6,2005
Star Wars: Imperial Academy,iPhone,6,2010
Star Wars: Jedi Power Battles,Game Boy Advance,4,2002
Star Wars: Lethal Alliance,PlayStation Portable,7,2007
Star Wars: Lethal Alliance,Nintendo DS,5,2006
Star Wars: Masters of Teras Kasi,PlayStation,4,1997
Star Wars: Obi-Wan,Xbox,6,2002
Star Wars: Pit Droids,PC,8,1999
Star Wars: Republic Commando: Order 66,Wireless,8,2005
Star Wars: Rogue Squadron,Nintendo 64,9,1998
Star Wars: Rogue Squadron 3D,PC,8,1998
Star Wars: Shadows of the Empire,Nintendo 64,7,1996
Star Wars: Super Bombad Racing,PlayStation 2,8,2001
Star Wars: The Battle for Hoth,iPhone,7,2010
Star Wars: The Battle for Hoth,Windows Phone,7,2010
Star Wars: The Clone Wars,GameCube,8,2002
Star Wars: The Clone Wars,PlayStation 2,8,2002
Star Wars: The Clone Wars,Xbox,8,2003
Star Wars: The Clone Wars -- Jedi Alliance,Nintendo DS,8,2008
Star Wars: The Clone Wars -- Lightsaber Duels,Wii,5,2008
Star Wars: The Clone Wars -- Republic Heroes,Nintendo DS,6,2009
Star Wars: The Clone Wars -- Republic Heroes,PC,5,2009
Star Wars: The Clone Wars -- Republic Heroes,PlayStation 3,5,2009
Star Wars: The Clone Wars -- Republic Heroes,PlayStation 2,5,2009
Star Wars: The Clone Wars -- Republic Heroes,Wii,5,2009
Star Wars: The Clone Wars -- Republic Heroes,Xbox 360,5,2009
Star Wars: The Clone Wars -- Republic Heroes,PlayStation Portable,5,2009
Star Wars: The Empire Strikes Back,Wireless,7,2008
Star Wars: The Force Unleashed,Wii,8,2008
Star Wars: The Force Unleashed,PlayStation Portable,8,2008
Star Wars: The Force Unleashed,iPhone,8,2008
Star Wars: The Force Unleashed,Xbox 360,7,2008
Star Wars: The Force Unleashed,PlayStation 2,7,2008
Star Wars: The Force Unleashed,PlayStation 3,7,2008
Star Wars: The Force Unleashed,Nintendo DS,7,2008
Star Wars: The Force Unleashed -- Ultimate Sith Edition,PC,8,2009
Star Wars: The Force Unleashed -- Ultimate Sith Edition,Xbox 360,8,2009
Star Wars: The Force Unleashed -- Ultimate Sith Edition,PlayStation 3,8,2009
Star Wars: The Force Unleashed II,Wii,8,2010
Star Wars: The Force Unleashed II,Xbox 360,7,2010
Star Wars: The Force Unleashed II,PlayStation 3,7,2010
Star Wars: The Force Unleashed II,PC,7,2010
Star Wars: The Force Unleashed II,Nintendo DS,4,2010
Star Wars: The Old Republic,PC,9,2013
Star Wars: The Old Republic -- Knights of the Fallen Empire,PC,7,2015
Star Wars: The Old Republic -- Rise of the Hutt Cartel,PC,8,2013
Star Wars: Trench Run,iPhone,7,2009
Star Wars: Uprising,iPad,6,2015
Star Wars: X-Wing Alliance,PC,8,1999
Star Wars: Yoda Stories,Game Boy Color,2,2000
Star X,Game Boy Advance,5,2002
Starbound,PC,9,2016
StarCraft,PC,10,2000
StarCraft 64,Nintendo 64,8,2000
StarCraft II: Heart of the Swarm,PC,9,2013
StarCraft II: Legacy of the Void,PC,9,2015
Starcraft II: Nova Covert Ops -- Mission Pack 1,PC,6,2016
Starcraft II: Nova Covert Ops -- Mission Pack 2,PC,6,2016
StarCraft: Brood War,Macintosh,8,2002
Stardew Valley,PC,9,2016
StarDrive,PC,5,2013
StarDrive 2,PC,7,2015
StarDrone Extreme,PlayStation Vita,8,2012
Starfighter,PlayStation,7,1996
StarFront: Collision,iPhone,8,2011
Stargate SG-1,Wireless,7,2005
Starhawk,PlayStation 3,9,2012
Starhogs,iPhone,8,2009
Starlancer,PC,9,2000
Starlancer,Dreamcast,9,2000
Starlight Inception,PlayStation Vita,4,2014
Starshatter: The Gathering Storm,PC,7,2007
Starship Defense,Nintendo DSi,9,2010
Starship Titanic,PC,5,1998
Starship Troopers,PC,5,2005
Starship Troopers: Terran Ascendancy,PC,7,2000
Starshot: Space Circus Fever,PC,7,1999
Starshot: Space Circus Fever,Nintendo 64,5,1999
Starsiege,PC,8,1999
Starsiege: Tribes,PC,9,1999
Starsiege: Tribes 2,PC,9,2001
Starsky & Hutch,PlayStation 2,6,2003
Starsky & Hutch,PC,6,2003
Starsky & Hutch,GameCube,6,2004
Starsky & Hutch,Xbox,5,2003
Start the Party,PlayStation 3,6,2010
Startopia,PC,9,2001
StarTropics,NES,9,2008
StarTropics,Wii,9,2008
State of Decay,Xbox 360,9,2013
State of Decay: Year One Survival Edition,Xbox One,9,2015
State of Emergency,PlayStation 2,8,2002
State of Emergency,Xbox,7,2003
State of Emergency,PC,7,2003
State of Emergency 2,PlayStation 2,5,2006
StateShift,PlayStation Portable,6,2009
Steal Princess,Nintendo DS,7,2009
Stealth,Wireless,8,2005
Stealth Inc. 2: A Game of Clones,Wii U,9,2014
Stealth Inc.: A Clone in the Dark,PlayStation 3,9,2013
Stealth Inc.: A Clone in the Dark,PlayStation Vita,9,2013
Steambot Chronicles,PlayStation 2,7,2006
Steambot Chronicles: Battle Tournament,PlayStation Portable,6,2009
SteamWorld Dig,PlayStation 4,10,2013
SteamWorld Dig,PlayStation Vita,10,2013
SteamWorld Dig,Nintendo 3DS,10,2013
SteamWorld Dig,PC,10,2013
SteamWorld Heist,Nintendo 3DS,9,2015
SteamWorld Tower Defense,Nintendo DSi,8,2010
Steel Battalion: Heavy Armor,Xbox 360,3,2012
Steel Beasts,PC,9,2001
Steel Diver,Nintendo 3DS,7,2011
Steel Diver: Sub Wars,Nintendo 3DS,8,2014
Steel Horizon,Nintendo DS,4,2007
Steel Horizon,PlayStation Portable,3,2007
Steel Reign,PlayStation,7,1997
Steel Talons,Lynx,9,1999
Steel Talons,Lynx,9,1999
Steins;Gate,PlayStation Vita,7,2015
Stella Deus: The Gate of Eternity,PlayStation 2,8,2005
Stellar Blaster,iPhone,5,2008
Stellaris,PC,6,2016
Stenches: A Zombie Tale of Trenches,iPhone,8,2010
Step Up,Wii,1,2011
Stephen King's F13,PC,2,2000
Steve Young Football,iPhone,6,2010
Stick Fighter Fury,Wireless,8,2005
Stick it to The Man,PlayStation 3,9,2013
Stickman BMX,iPhone,6,2011
Still Life,Xbox,7,2005
Still Life,PC,7,2005
Still Life 2,PC,8,2009
Stitch: Experiment 626,PlayStation 2,6,2002
Stoked,Xbox 360,7,2009
Stoked (Big Air Edition),Xbox 360,8,2009
Stolen,PlayStation 2,5,2005
Stolen,Xbox,5,2005
Storm,PC,4,2013
Storm in a Teacup,iPhone,7,2011
Stormrise,Xbox 360,5,2009
Stormrise,PlayStation 3,5,2009
Stormrise,PC,2,2009
Story of Seasons,Nintendo 3DS,8,2015
Stranded,Wireless,8,2006
Strange Rain,iPhone,9,2011
Stranger,PC,4,2008
Strategic Command 2: Blitzkrieg,PC,6,2006
Stratego: Next Edition,Nintendo DSi,8,2011
Strawberry Shortcake: Strawberryland Games,Nintendo DS,5,2006
Strawberry Shortcake: The Sweet Dreams Game,PlayStation 2,5,2006
Streak: Hoverboard Racing,PlayStation,5,1998
Street Fighter Alpha 2,PlayStation,9,1996
Street Fighter Alpha 2,Wii,7,2009
Street Fighter Alpha 3,Dreamcast,10,2000
Street Fighter Alpha 3,PlayStation,9,1999
Street Fighter Alpha 3,Game Boy Advance,9,2002
Street Fighter Alpha 3 Max,PlayStation Portable,8,2006
Street Fighter Alpha Anthology,PlayStation 2,8,2006
Street Fighter Alpha: Warriors' Dreams,Game Boy Color,8,2000
Street Fighter Alpha: Warriors' Dreams,PlayStation,7,1996
Street Fighter Anniversary Collection,PlayStation 2,9,2004
Street Fighter Anniversary Collection,Xbox,8,2005
Street Fighter Collection,PlayStation,7,1997
Street Fighter Collection 2,PlayStation,8,1998
Street Fighter EX 2 Plus,PlayStation,9,2000
Street Fighter EX 3,PlayStation 2,5,2000
Street Fighter EX Plus Alpha,PlayStation,8,1997
Street Fighter II Hyper Fighting,Xbox 360,8,2006
Street Fighter II Turbo,Wii,8,2007
Street Fighter II: Champion Edition,Wireless,8,2008
Street Fighter II: Champion Edition,Wii,7,2010
Street Fighter II: Special Champion Edition,Wii,7,2008
Street Fighter II: Special Champion Edition,Genesis,7,2008
Street Fighter II: The World Warrior,Wireless,7,2006
